name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (9),3,6,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-23 17:02,7
Bharat Multispeciality Hospital,Hisar,Yes (7),7,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-23 13:47,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,No (0),0,0,0,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-23 14:04,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (132),132,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-22 15:56,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (12),5,2,5,0,5,2,30,5,No,No,No,No,No,2021-05-23 14:15,7
District Civil Hospital Hisar,Sirsa Road Hisar,Yes (18),18,0,0,0,70,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-23 16:53,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (9),9,0,0,1,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-23 12:43,7
Geetanjali Hospital,Model Town Hisar,Yes (10),10,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-23 14:11,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",Yes (1),0,1,0,0,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-23 11:18,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (21),21,0,0,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-23 17:10,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (2),0,2,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-23 10:52,7
Holy Help Hospital,Tosham Road Hisar,Yes (6),0,6,Beds Over Utilized 1,0,25,6,8,1,Yes,No,Yes,Yes,Yes,2021-05-23 12:31,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (1),0,0,1,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-23 14:15,7
Mahatma Gandhi Hospital,,Yes (22),9,13,0,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-23 15:08,7
