name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (20),17,0,3,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-18 09:18,10
District Civil Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (9),0,9,0,1,80,27,8,5,Yes,Yes,Yes,Yes,Yes,2021-05-18 08:45,10
SDH Guhla,SDH Guhla,Yes (69),23,41,5,5,24,41,5,5,Yes,No,Yes,No,Yes,2021-05-18 09:26,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (20),12,5,3,5,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-17 18:45,10
Civil Hospital Fatehabad,Near Bus Stand Fatehabad,Yes (38),0,27,11,4,10,50,36,10,Yes,Yes,Yes,Yes,Yes,2021-05-18 09:29,5
Civil Hospital Ratia,"Dera Surjanhar, Ratia, Fatehabad",No (0),0,0,0,0,5,0,13,3,Yes,No,No,No,Yes,2021-05-18 09:35,5
"Civil Hospital, Tohana",Opposite New Sabzi Mandi Tohana,Yes (4),1,3,0,0,10,3,14,2,Yes,Yes,Yes,Yes,Yes,2021-05-18 09:35,5
Community Health Center Bhattu,"Surya Nagar, Bhattu Mandi near Railway Station",Yes (1),0,1,0,0,4,2,6,0,Yes,No,Yes,No,Yes,2021-05-18 09:56,5
Community Health Center Bhuna,CHC Bhuna,Yes (19),6,13,0,0,16,14,0,0,Yes,No,Yes,No,Yes,2021-05-18 09:59,5
Community Health Center JAKHAL,Near SBI Bank Jakhal,No (0),0,0,0,0,6,0,6,0,Yes,No,Yes,No,Yes,2021-05-18 06:58,5
"Gupta Children Hospital, Ratia","Aggarwal Colony, Ratia",Yes (7),5,0,2,1,6,8,2,1,Yes,No,Yes,Yes,No,2021-05-17 15:01,5
Kaushal Hospital,"Near Harvinder Singh Petrol Pump, Hisar Road, Fatehabad",Yes (30),7,18,5,3,12,18,6,4,No,No,Yes,Yes,Yes,2021-05-18 09:56,5
"Manav Sewa Sangam Hospital, Tohana",Near Truck Union,Yes (3),3,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-17 16:53,5
Miglani Hospital,"Employees Colony, Ratia,",Yes (3),3,0,0,0,15,2,7,7,Yes,Yes,Yes,Yes,Yes,2021-05-18 07:27,5
Rajasthan Medical Centre (RMC) Hospital Tohana,Kenchi Chowk Tohana,Yes (1),1,0,0,0,11,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-18 09:40,5
Sadhbhawdna Hospital Fatehabad,Near Court Complex Hisar Road Fatehabad,Yes (28),0,9,19,0,15,20,29,5,Yes,No,Yes,Yes,Yes,2021-05-18 09:40,5
Sanjeevani Hospital Fatehabad,"Goshala Road, near Ashirbad Pelace",Yes (6),4,0,2,3,6,0,4,3,No,No,No,Yes,No,2021-05-18 09:35,5
Sanjeevani Hospital Tohana,"Kenchi Chock, Tohana",No (0),0,0,0,0,0,6,12,2,Yes,No,Yes,Yes,Yes,2021-05-18 09:41,5
"Singla Hospital , fatehabad","Bhattu Road, Batra Colony, Fatehabad",Yes (8),3,5,0,0,5,8,0,0,No,No,Yes,Yes,Yes,2021-05-18 11:29,5
WadhwaMaternity and surgical Hospital Fatehabad,"Near Papiha Park, Fatehabad",Yes (3),1,0,2,0,1,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-18 09:35,5
ANUJ HOSPITAL SAFIDON,safidon panipat road,Yes (26),0,18,8,0,2,18,10,0,Yes,No,Yes,Yes,Yes,2021-05-18 08:50,9
Balaji Hospital Jind,Rohtak Road Jind,Yes (7),0,7,0,0,32,16,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 08:44,9
CHC Alewa,"Alewa 2 Sub Health Centre, Alewa Chc Alewa, Alewa, Jind",Yes (15),15,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-18 08:46,9
CHC Julana,Julana,Yes (17),11,6,0,0,20,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 08:57,9
District Civil Hospital Jind (NEW+OLD),Hosptial,No (0),0,0,0,3,126,0,20,12,Yes,Yes,Yes,Yes,Yes,2021-05-18 08:33,9
Gangaputra Ayurvedic Medical College Jind,Kandela,Yes (86),46,15,25,3,60,15,25,3,Yes,No,Yes,Yes,Yes,2021-05-18 10:29,9
JIND HEART HOSPITAL,GOHANA BYPASS ROHTAK ROAD JIND,Yes (8),7,0,1,1,12,0,5,1,Yes,No,No,No,No,2021-05-18 08:49,9
Malik Hospital,Rohtak Road Jind,Yes (3),2,0,1,3,4,0,4,3,Yes,No,Yes,Yes,Yes,2021-05-18 08:52,9
Meenakashi Jain Hospital,Near Bus Stand,Yes (5),3,2,0,0,15,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-18 09:01,9
Sarvodhya Hospital Jind,Jind,Yes (12),12,0,0,2,20,0,0,2,Yes,No,Yes,No,No,2021-05-18 08:45,9
SDH Narwana,Narwana,Yes (15),3,12,0,0,20,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 09:02,9
SDH Safidon,Safidon,Yes (24),12,12,0,0,20,14,0,0,Yes,No,Yes,No,Yes,2021-05-18 08:34,9
SDH UCHANA,Uchana,Yes (50),17,33,0,0,20,35,0,0,Yes,No,No,No,Yes,2021-05-18 11:04,9
Shri Gyani Ram Mamorial Hospital,Safidon,Yes (15),10,3,2,0,10,5,10,0,Yes,No,Yes,Yes,Yes,2021-05-18 10:18,9
Advanta Super Speciality Hospital,Near Power House,No (0),Beds Over Utilized 3,0,Beds Over Utilized 4,0,25,0,10,4,No,No,Yes,Yes,Yes,2021-05-18 07:52,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",Yes (3),1,2,0,1,2,3,12,2,Yes,No,No,No,No,2021-05-18 09:11,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-18 09:49,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (8),3,5,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-18 09:10,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (1),1,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-18 09:30,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (10),5,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-18 10:02,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-18 09:19,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (5),5,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-18 09:37,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (9),0,9,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-18 08:21,19
