name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (17),11,6,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-27 19:38,7
Bharat Multispeciality Hospital,Hisar,Yes (13),13,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-27 19:33,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,Yes (30),27,0,3,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-27 19:26,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (163),163,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-27 16:05,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (22),5,2,15,0,5,2,30,5,No,No,No,No,No,2021-05-27 19:39,7
District Civil Hospital Hisar,Sirsa Road Hisar,Yes (31),31,0,0,2,70,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-27 17:14,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (10),10,0,0,0,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-27 19:37,7
Geetanjali Hospital,Model Town Hisar,Yes (15),15,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-27 19:35,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",Yes (5),0,5,0,1,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-27 19:39,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (26),24,0,2,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-27 17:36,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (6),3,3,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-27 10:44,7
Holy Help Hospital,Tosham Road Hisar,Yes (19),12,6,1,0,25,6,8,1,Yes,No,Yes,Yes,Yes,2021-05-27 19:35,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (3),0,1,2,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-27 17:20,7
KARTIK HOSPITAL,"NEAR SEWAK SABHA HOSPITAL AND  BUDLA SANT MANDIR, NEAR BUS STAND HISAR",Yes (15),8,5,2,2,8,5,2,2,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-27 20:13,7
Mahatma Gandhi Hospital,,Yes (25),6,13,6,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-27 17:01,7
MALIK HOSPITAL,"145A UTTAM NAGAR, HANSI",Yes (5),5,0,0,3,7,0,0,3,Yes,Yes,No,To Be Updated,To Be Updated,2021-05-27 19:41,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",No (0),0,0,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-27 07:39,7
Medi City Hospital,Model Town Hisar,Yes (13),13,0,0,0,13,0,0,0,Yes,No,No,No,No,2021-05-27 07:50,7
Military Hospital Hisar,Cantt Hisar,Yes (27),0,27,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-27 07:57,7
NEKIRAM HOSPITAL,OPP BUS STAND HANSI,Yes (2),1,0,1,2,2,0,3,3,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-27 19:41,7
Noble Super Specialty Hospital,Hisar,Yes (10),10,0,0,1,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-27 19:34,7
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (65),51,4,10,0,100,4,41,45,Yes,No,Yes,Yes,Yes,2021-05-27 14:52,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (13),0,6,7,3,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-27 19:39,7
Parnami Hospital,Hisar,Yes (20),15,5,0,1,21,5,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-27 15:05,7
Ravindra Hospital Hisar,Model Town HISAR,Yes (16),16,0,0,1,19,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-27 19:36,7
SAANVI HOSPITAL,"CHC ROAD, BARWALA",Yes (9),5,0,4,1,5,0,4,1,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-27 17:15,7
