name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (17),13,0,4,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-13 17:03,10
District Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (9),0,9,0,1,80,27,8,5,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:10,10
SDH Guhla,SDH Guhla,Yes (69),29,40,0,0,29,41,0,0,Yes,No,Yes,No,Yes,2021-05-13 16:13,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (16),4,10,2,6,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-13 09:58,10
ASHIRWAD BHAGAT HOSPITAL,"Old DC Rd, near bhagat hospital, Sonipat, Haryana 131001",Yes (13),12,0,1,1,12,0,3,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 17:06,21
Bhagwan Dass Hospital,"Near Shahpur Turk, block-E, omaxe city, Sector 18, Sonipat, Haryana 131001",Yes (14),6,0,8,2,27,0,13,2,Yes,No,Yes,Yes,Yes,2021-05-12 20:24,21
"BPS MEDICAL COLLEGE KHANPUR , SONIPAT ( 01263283088)","Ganaur - Gohana Rd, Khanpur Kalan, Haryana",Yes (82),0,74,8,8,170,80,50,50,Yes,Yes,Yes,Yes,Yes,2021-05-13 15:52,21
CHC GANUR,CHC GANUR,Yes (1),1,0,0,0,8,0,0,0,Yes,No,Yes,No,Yes,2021-05-12 20:26,21
CHC Kharkhoda,"SH 20, Kharkhoda, Haryana 131402",Yes (10),5,5,0,0,5,5,0,0,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-12 20:29,21
"CHC, JUAN, SONIPAT, HARYANA","CHC, JUAN, SONIPAT, HARYANACHC, JUAN, SONIPAT, HARYANA, 131024",Yes (5),3,2,0,0,3,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-12 20:53,21
"Civil Hospital, Sonipat","Delhi Road, Near Maharana Pratap Chowk, Sonipat, Haryana 131001",No (0),0,0,0,9,150,0,10,10,Yes,Yes,Yes,Yes,Yes,2021-05-12 20:30,21
"CYGNUS HOSPITAL, Sonipat","Old Rohtak Rd, near Hindu College of Engineering, Industrial Area, Sonipat, Haryana 131001",Yes (11),9,0,2,0,18,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-12 20:31,21
Dayanand Hospital-Sonepat,"Kakroi Rd, Prem Nagar, West Ram Nagar, Sonipat, Haryana",Yes (4),4,0,0,0,20,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-13 10:05,21
FIIMS Hospital,"Road, Bahalgarh, Sonipat, Haryana 131304",Yes (15),2,0,13,1,63,0,37,8,Yes,No,Yes,Yes,Yes,2021-05-13 08:57,21
GAJRAJ HOSPITAL,"Bus Stand, Gajraj Hospital Road, Near, Gohana, Haryana 131301",Yes (20),20,0,0,0,20,0,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-11 15:44,21
HARYANA HOSPITAL,"Vivekanand Chowk, Delhi Rd, behind Bullet Showroom, Janta Colony, Sonipat, Haryana 131001",Yes (6),3,0,3,4,7,0,18,4,Yes,No,No,No,Yes,2021-05-13 09:30,21
MEMORIAL HOSPITAL,"SH 11, near Mama Bhanja Chowk, Nandwani Nagar, Anand Nagar,, Sonipat, Haryana 131001",No (0),0,0,0,2,16,0,4,2,Yes,No,Yes,Yes,Yes,2021-05-12 20:36,21
NIDAAN HOSPITAL PVT.,"Murthal Rd, Sonipat, Haryana 131001",Yes (1),1,0,0,0,22,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-12 20:37,21
OSCAR HOSPITAL,"SH 11, Lakshmi Nagar, Sonipat, Haryana 131001",No (0),Beds Over Utilized 2,0,0,0,12,0,8,2,Yes,No,Yes,Yes,Yes,2021-05-13 09:06,21
PHC PURKHAS,"Purkhas, Haryana 131102",Yes (30),0,30,0,0,0,30,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 20:55,21
"SANJIVNI HOSPITAL, SONIPAT","Mehlana Rd, Malviya Nagar, Sonipat, Haryana 131304",Yes (7),7,0,0,0,14,0,1,1,Yes,No,Yes,Yes,Yes,2021-05-13 17:13,21
SAXSENA HOSPITAL,"112/113, T.P. Scheme, Delhi Rd, Sonipat, Haryana 131304",No (0),0,0,0,2,18,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-13 16:58,21
