name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
ABLE HOSPITAL,,Yes (39),10,25,4,4,10,25,4,4,Yes,No,Yes,Yes,Yes,2021-05-15 18:20,15
Apex Hospital,"Prakash Vihar, Delhi Mathura Road, Palwal, Haryana",Yes (4),3,0,1,Beds Over Utilized 2,12,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:17,15
ATLAS HOSPITAL,"Palwal, Haryana",Yes (15),2,11,2,2,2,11,2,2,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-16 12:19,15
CHC Alawalpur,CHC Alawalpur,Yes (16),16,Beds Over Utilized 3,0,0,20,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 10:20,15
Civil Hospital Palwal,"Civil Hospital, palwal",Yes (29),29,0,0,7,103,0,7,7,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-17 11:17,15
COSMOS HOSPITAL,PALWAL,Yes (10),5,5,0,0,5,5,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-16 12:02,15
GALAXY HOSPITAL,HUDA SECTOR 2,Yes (6),0,0,6,9,5,0,16,11,Yes,No,Yes,Yes,Yes,2021-05-17 09:42,15
"Gurunanak Hospital, Palwal","NH2, Near Bus Stand, Shiv Colony, Palwal Haryana",Yes (16),9,4,3,0,18,4,15,3,Yes,Yes,Yes,Yes,Yes,2021-05-17 09:44,15
JINDAL HOSPITAL,"Palwal, Haryana",Yes (12),10,2,0,0,10,2,0,0,To Be Updated,No,Yes,Yes,Yes,2021-05-13 10:21,15
NIDHI HOSPITAL,"Palwal, Haryana",Yes (10),2,7,1,1,2,7,1,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:38,15
Palwal Hospital,"Moti Colony, Palwal, Haryana",Yes (8),Beds Over Utilized 15,4,4,0,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-16 14:33,15
RAHUL HOSPITAL,PALWAL,Yes (15),7,5,3,0,7,5,3,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:20,15
Sachin Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal Haryana",Yes (26),10,5,11,2,10,5,11,2,Yes,No,Yes,Yes,Yes,2021-05-17 09:46,15
SDH Hodal,SDH Hodal,Yes (12),2,10,0,0,10,10,0,0,Yes,No,Yes,Yes,Yes,2021-05-17 13:00,15
Shri. Satya Sai Sanjivani Hospital Palwal,"Palwal, Haryana",Yes (19),2,14,3,2,4,17,4,2,Yes,No,Yes,Yes,Yes,2021-05-16 09:33,15
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (10),0,6,4,0,0,6,4,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:36,15
VASHU HOSPITAL,,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:41,15
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (26),11,15,0,0,35,15,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-16 18:23,3
Jaihind Hospital,Charkhi Dadri,Yes (1),0,1,0,0,7,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-17 17:04,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (32),22,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-16 18:29,3
Oscar Hospital,Charkhi Dadri,No (0),0,0,0,0,0,0,20,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-16 12:00,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",No (0),0,0,0,0,10,2,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-16 18:30,3
Sunflag Hospital,Charkhi Dadri,No (0),0,0,0,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-16 12:00,3
Advanta Super Speciality Hospital,Near Power House,No (0),Beds Over Utilized 4,0,Beds Over Utilized 3,0,25,0,10,4,No,No,Yes,Yes,Yes,2021-05-17 11:35,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",Yes (2),0,2,0,1,2,3,12,2,Yes,No,No,No,No,2021-05-17 08:37,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-17 16:57,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (6),2,4,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-17 16:12,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (1),1,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-17 16:02,19
