name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (2),0,2,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-22 19:21,7
Bharat Multispeciality Hospital,Hisar,Yes (7),7,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-22 20:34,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,No (0),0,0,0,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-22 20:28,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (132),132,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-22 15:56,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (5),0,0,5,0,5,2,30,5,No,No,No,No,No,2021-05-22 20:38,7
District Civil Hospital Hisar,Sirsa Road Hisar,Yes (1),1,0,0,5,70,0,0,10,Yes,Yes,Yes,Yes,Yes,2021-05-22 20:59,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (9),9,0,0,2,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-22 20:37,7
Geetanjali Hospital,Model Town Hisar,Yes (6),6,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-22 16:05,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",No (0),0,0,0,0,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-22 20:38,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (21),21,0,0,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-22 19:12,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (2),0,2,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-22 20:21,7
Holy Help Hospital,Tosham Road Hisar,Yes (8),2,6,0,0,25,6,8,1,Yes,No,Yes,Yes,Yes,2021-05-22 20:36,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (1),0,0,1,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-22 17:50,7
Mahatma Gandhi Hospital,,Yes (21),8,13,0,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-22 17:05,7
MALIK HOSPITAL,"145A UTTAM NAGAR, HANSI",Yes (4),4,0,0,2,10,0,0,3,Yes,Yes,No,To Be Updated,To Be Updated,2021-05-22 18:49,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",No (0),0,0,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-22 19:58,7
Medi City Hospital,Model Town Hisar,Yes (13),13,0,0,0,13,0,0,0,Yes,No,No,No,No,2021-05-22 07:52,7
Military Hospital Hisar,Cantt Hisar,Yes (23),0,23,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-22 17:42,7
NEKIRAM HOSPITAL,OPP BUS STAND HANSI,Yes (2),1,0,1,0,2,0,6,3,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-22 19:04,7
Noble Super Specialty Hospital,Hisar,Yes (5),5,0,0,0,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-22 20:12,7
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (12),8,4,0,0,100,4,41,45,Yes,No,Yes,Yes,Yes,2021-05-22 07:53,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (12),0,6,6,3,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-22 08:24,7
Parnami Hospital,Hisar,Yes (16),11,5,0,0,21,5,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-22 19:57,7
Ravindra Hospital Hisar,Model Town HISAR,Yes (10),8,0,2,0,19,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-22 20:36,7
SAMAYARA HOSPITAL,"KALI DEVI CHOWK. OPP BHALLA PETROL PUMP, HANSI",Yes (10),4,0,6,1,4,0,6,1,Yes,No,Yes,To Be Updated,To Be Updated,2021-05-22 20:15,7
Sapra Hospital,Rajgarh Road Hisar,Yes (11),8,3,0,0,19,3,6,12,Yes,Yes,Yes,Yes,Yes,2021-05-22 12:35,7
"Sarvodya Hospital, Hisar",Delhi Road Hisar,Yes (7),0,7,0,0,24,7,1,3,Yes,Yes,Yes,Yes,Yes,2021-05-22 20:35,7
Sewak Sabha Hospital,Near Bus Stand Hisar,Yes (6),0,3,3,0,16,3,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-22 20:29,7
Shanti Devi Hospital,Delhi Road Hisar,Yes (25),19,0,6,1,26,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-22 20:33,7
Shri Kali Devi Hospital Hansi,Delhi Road Hansi,Yes (13),8,0,5,0,8,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-22 07:52,7
