name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
ANUJ HOSPITAL SAFIDON,safidon panipat road,Yes (28),2,18,8,0,2,18,10,0,Yes,No,Yes,Yes,Yes,2021-05-18 15:20,9
Balaji Hospital Jind,Rohtak Road Jind,Yes (7),0,7,0,0,32,16,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 15:31,9
CHC Alewa,"Alewa 2 Sub Health Centre, Alewa Chc Alewa, Alewa, Jind",Yes (15),15,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-18 15:28,9
CHC Julana,Julana,Yes (17),11,6,0,0,20,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 15:25,9
District Civil Hospital Jind (NEW+OLD),Hosptial,Yes (17),17,0,0,5,150,0,20,12,Yes,Yes,Yes,Yes,Yes,2021-05-18 15:45,9
Gangaputra Ayurvedic Medical College Jind,Kandela,Yes (85),45,15,25,3,60,15,25,3,Yes,No,Yes,Yes,Yes,2021-05-18 15:52,9
JIND HEART HOSPITAL,GOHANA BYPASS ROHTAK ROAD JIND,Yes (8),7,0,1,1,12,0,5,1,Yes,No,No,No,No,2021-05-18 15:27,9
Malik Hospital,Rohtak Road Jind,Yes (3),2,0,1,3,4,0,4,3,Yes,No,Yes,Yes,Yes,2021-05-18 16:02,9
Meenakashi Jain Hospital,Near Bus Stand,Yes (5),3,2,0,0,15,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-18 09:01,9
Sarvodhya Hospital Jind,Jind,Yes (14),14,0,0,2,20,0,0,2,Yes,No,Yes,No,No,2021-05-18 15:29,9
SDH Narwana,Narwana,Yes (14),2,12,0,0,20,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 15:31,9
SDH Safidon,Safidon,Yes (26),13,13,0,0,20,14,0,0,Yes,No,Yes,No,Yes,2021-05-18 15:38,9
SDH UCHANA,Uchana,Yes (49),16,33,0,0,20,35,0,0,Yes,No,No,No,Yes,2021-05-18 15:23,9
Shri Gyani Ram Mamorial Hospital,Safidon,Yes (17),9,5,3,0,10,5,10,0,Yes,No,Yes,Yes,Yes,2021-05-18 16:58,9
Aarti Hospital,"A-628, Near Hanuman Mandir, Dabua Pali Road, NIT Faridabad",Yes (23),5,15,3,0,5,15,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-18 07:03,4
Aastha Hospital,"SCF -2, Ashoka Enclave Main Rd, Sector 35, Faridabad",Yes (9),7,2,0,0,10,4,0,0,Yes,No,Yes,Yes,Yes,2021-05-18 10:02,4
Al-Falah Hospital,"Al Falah university Campus, Dhouj",Yes (54),33,21,0,0,50,25,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-18 15:14,4
Anshu Hospital,"Shiv Colony Sehatpur Road, Palla No. 1, Faridabad",Yes (11),5,6,0,0,10,10,0,0,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 09:46,4
Apurva Hospital,"2N/74, B.P. Near 2-3 Gole ChakKar, NIT Faridabad",Yes (9),7,2,0,1,8,2,0,1,Yes,Yes,To Be Updated,To Be Updated,To Be Updated,2021-05-18 09:32,4
Arise Healthcare,"SCO: C 3185, Near Corporation Bank, Green Field Colony, Faridabad",Yes (13),2,7,4,2,2,7,7,2,Yes,Yes,Yes,No,No,2021-05-18 11:47,4
Arsh Hospital,"Opp. Era Redwood Residency, Tigaon Rd, Sector 78, Faridabad,",Yes (17),10,5,2,2,40,5,20,6,Yes,Yes,Yes,Yes,Yes,2021-05-18 10:19,4
Asian Hospital,"Badkal Flyover Road, Sector  21 A Faridabad",Yes (4),4,0,0,0,82,0,53,14,Yes,Yes,Yes,Yes,Yes,2021-05-18 10:08,4
B.K. Hospital Faridabad,B.K. Hospital Faridabad B K Chowk FBD,Yes (66),41,25,0,0,64,25,11,11,Yes,Yes,Yes,Yes,Yes,2021-05-18 13:55,4
Bhavya Kalyani Hospital,"Mohna Road, Near Aanand Bakery, Ballabgarh, Faridabad",Yes (11),4,7,0,0,5,9,3,0,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 12:27,4
Chugh Hospital,"5L-164, K.C. Road N.I.T. Faridabad",Yes (10),1,9,0,0,4,14,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 16:11,4
D.M. Hospital,"89-A, NH-5, Railway Road, Near Police Thana, NIT, Faridabad",Yes (21),8,7,6,1,10,10,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-18 10:37,4
Doctor Today Multispecialty Hospital,"5-C/2,B.P., Railway Road,, Near Bankey Bihari Mandir,, next to IDBI Bank, Faridabad",Yes (19),19,Beds Over Utilized 1,0,1,35,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-18 10:20,4
Dr. Harish Hospital,"701, Sector 8, YMCA Road, Faridabad",Yes (6),5,0,1,0,5,0,2,0,Yes,No,Yes,Yes,Yes,2021-05-18 10:58,4
Durga Multispeciality Hospital,"Shri Bankey Bihari Mandir Complex, Neelam-Railway Road, NIT 5, Faridabad",Yes (29),21,0,8,0,22,0,8,0,No,No,No,No,Yes,2021-05-18 12:35,4
"ESIC Medical College, Faridabad","NH-3, NIT Behind BK Hospital, Haryana",Yes (384),34,350,0,0,150,350,80,50,Yes,Yes,Yes,Yes,Yes,2021-05-18 09:35,4
Fortis Escort Hospital,"Neelam Bata Rd, opp. Neelam Cinema, AC Nagar, New Industrial Town, Faridabad,",Yes (33),33,0,0,2,55,0,14,7,Yes,Yes,Yes,Yes,Yes,2021-05-18 11:28,4
Gaurav Hospital,"Rajeev Colony, Samaypur Road, Ballabgarh, Faridabad",Yes (10),3,2,5,1,3,2,10,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 10:06,4
Geeta Hospital,"Opposite Huda Market and Community Centre, Sector 28, Faridabad",Yes (13),8,0,5,1,8,0,10,2,Yes,No,Yes,Yes,Yes,2021-05-18 10:20,4
Geetanjali Multispeciality Hospital,"D-635, 60 Feet Rd, Chawla Colony, Ballabhgarh, Faridabad",Yes (18),15,3,0,0,20,3,0,0,Yes,To Be Updated,Yes,To Be Updated,To Be Updated,2021-05-18 16:41,4
Goyal Hospital,"Plot No. 2 opposite hanuman temple Sec 8, Surdas Park",Yes (9),5,0,4,0,12,0,6,2,No,Yes,Yes,Yes,Yes,2021-05-18 10:27,4
Handa Medical Center,"Site No-1, Sector 16, Opp Sagar Cinema, Faridabad",No (0),0,0,0,0,0,0,0,0,No,No,No,To Be Updated,No,2021-05-18 13:00,4
Heritage Hospital,3C-62B/BP NIT Faridabad,Yes (11),8,0,3,0,11,0,4,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 15:30,4
IBS Ashwani Hospital,"Plot No 8 D/1, YMCA Rd, Pocket D, Sector 11, Faridabad",Yes (19),10,5,4,2,22,5,8,2,No,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 10:45,4
Janak Hospital,Indira complex Neharpar Kheri Road Faridabad,Yes (11),5,4,2,0,15,6,6,0,Yes,No,Yes,Yes,Yes,2021-05-18 13:06,4
Kant Multispeciality Hospital Pvt Ltd,"Plot no. 167, Indra Complex, Kheri Road, Greater, near Kheri Pul Bridge, Sector 87, Neharpar Faridabad, Faridabad, Haryana 121002",Yes (19),17,0,2,0,18,0,5,1,Yes,Yes,To Be Updated,To Be Updated,To Be Updated,2021-05-18 12:52,4
Kedar Hospital,"3B/3, B.P , Near DAV college, NIT., Faridabad,",Yes (33),26,1,6,1,31,6,12,1,Yes,Yes,Yes,Yes,Yes,2021-05-18 07:02,4
Kedar Hospital Multispeciality,Gali 7 Krishna Colony Sec25 Faridabad,Yes (28),10,15,3,0,10,15,5,0,Yes,No,Yes,Yes,Yes,2021-05-18 07:01,4
Krishna Medical Centre,"773, Sector-19, Faridabad",Yes (8),3,0,5,0,5,0,5,0,Yes,No,To Be Updated,To Be Updated,To Be Updated,2021-05-18 08:50,4
Life Hospital,Opp Hanuman Mandir Sec 8 Faridabad,Yes (7),4,0,3,1,4,0,6,1,Yes,Yes,Yes,Yes,Yes,2021-05-18 08:29,4
Lotus Hospital,"Plot-2, Jeevan Nagar, Opp. Lal Kothi, Main Ballabgarh Sohna Road, Faridabad",Yes (15),7,0,8,1,12,0,8,1,Yes,No,Yes,Yes,Yes,2021-05-18 12:13,4
Madhav Hospital,"Building no 16, Block E, and, New Industrial Twp 5, Faridabad, Haryana 121001",Yes (24),0,0,24,2,0,0,28,2,To Be Updated,No,To Be Updated,To Be Updated,To Be Updated,2021-05-17 12:26,4
Manavta Hospital,"Plot No-494, Near Women ITI, Uncha Gaon Prem Nagar, Mohna Road, Ballabgarh, Faridabad",Yes (4),0,4,0,3,10,10,11,3,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 08:33,4
Manvi Medical Centre,"New Bharat Colony, Opp. Chaddar Godam, Near Mahaban Farm, Kheri Road, Greater Faridabad",Yes (7),6,Beds Over Utilized 1,1,0,7,0,2,0,Yes,No,Yes,Yes,Yes,2021-05-18 09:24,4
Medicheck Hospital,"Block C, Plot Number 76, Shahid Bhagat Singh Marg, near Bata Flyover, New Industrial Town, Faridabad",Yes (10),10,Beds Over Utilized 8,0,0,52,0,12,3,Yes,No,Yes,Yes,Yes,2021-05-18 11:36,4
Medstar Hospital,"Om Enclave Part 1, Near Toll Tax, Agwanpur Road, Faridabad",Yes (3),1,2,0,0,5,2,0,0,No,No,Yes,Yes,Yes,2021-05-18 10:48,4
Medwin Hospital,"Plot No. 2, Jeevan Nagar, Sohna Road Gounchi, Sector 55, Faridabad",Yes (17),2,12,3,0,2,12,6,0,To Be Updated,No,Yes,Yes,Yes,2021-05-18 12:25,4
Metro Hospital Medicare,"Metro Heart Institute with Multispeciality Sector 16 A, Faridabad",Yes (57),12,45,0,0,137,45,43,11,Yes,No,Yes,Yes,Yes,2021-05-18 15:28,4
National Institute Of Medical Sciences,"Sector -23A,?Faridabad,?",Yes (16),9,3,4,2,15,4,9,2,Yes,Yes,Yes,Yes,Yes,2021-05-18 13:05,4
Ortho 1 Hospital,"1331, Near Community Centre, Sector 55, Faridabad",Yes (29),7,12,10,1,8,12,10,1,Yes,No,Yes,Yes,Yes,2021-05-18 11:12,4
Park Hospital Faridabad,"J Block, Sector 10 HBC, opposite Court, Faridabad",No (0),Beds Over Utilized 5,0,Beds Over Utilized 6,2,10,10,25,5,Yes,Yes,Yes,Yes,Yes,2021-05-18 09:06,4
Pawan Hospital Unit-1,"Samaypur Road Near Sector 56, Ballabhgarh, Faridabad",Yes (36),25,0,11,7,31,0,14,7,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 09:38,4
Pawan Hospital Unit-2,"Plot No. 10, Jawahar Colony, Near Disposal Chowk, Faridabad",Yes (10),0,0,10,0,0,0,11,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 09:28,4
Prachi Hospital,Opp Chimni Bai Dharmshala Faridabad,Yes (13),7,2,4,1,10,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-18 11:16,4
QRG Central,"Plot No, 69, Mathura Rd, Sector 20 A, New Industrial Town, Faridabad",No (0),0,0,0,0,105,0,39,11,Yes,Yes,Yes,Yes,Yes,2021-05-18 11:24,4
QRG Hospital Medicare,"Ambedkar Marg, QRG Healthcity, Sector 16, Faridabad",Yes (9),9,0,Beds Over Utilized 6,Beds Over Utilized 7,104,0,18,7,Yes,Yes,Yes,Yes,Yes,2021-05-18 11:50,4
Raghav Hospital,Kheri Road Sec 87 Greater Faridabad,Yes (15),14,0,1,1,17,3,3,1,Yes,No,Yes,Yes,Yes,2021-05-18 09:45,4
Raj Nursing Home,"CLINIC SITE NO-6, Sector 3, Faridabad",Yes (9),7,Beds Over Utilized 3,2,0,13,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-18 10:18,4
Ronak Hospital,"Dabua Pali Road, Near Ganga Ram Devta Mandir, NIT, Faridabad",Yes (44),20,16,8,3,20,20,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-18 12:45,4
Royalâ€™s Hotel,"3-B-14, Ground Floor NIT Faridabad",Yes (46),46,0,0,0,50,0,0,0,Yes,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-18 09:53,4
