name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
DCHC Barara,,Yes (45),45,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 09:13,1
DCHC Mullana,,Yes (43),43,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 09:12,1
DCHC Naraingarh,,Yes (44),44,0,0,0,50,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 09:12,1
District Civil Hospital,Ambala City,Yes (5),5,0,0,0,136,0,6,8,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:08,1
District Civil Hospital Ambala Cantt,Ambala Cantt,Yes (10),8,0,2,4,89,0,6,5,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:09,1
Guardian Hospital,AMBALA JAGADHARI ROAD AMBALA CANTT,Yes (5),4,1,0,0,15,3,2,3,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:10,1
Ishwar Hospital,,No (0),0,0,0,0,16,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:13,1
Mehndiratta Hospital,"#106, manali house, near central jail,  ambala city",Yes (1),1,0,0,0,25,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-12 09:40,1
Military Hospital,Ambala Cantonment,Yes (54),0,54,0,2,60,85,0,15,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 09:07,1
MM Medical College Pvt,MMIMSR Mullana Ambala,Yes (106),45,61,0,1,100,70,24,16,Yes,Yes,Yes,Yes,Yes,2021-05-12 13:03,1
Park Healing Touch Hospital,"Sultanpur Chowk, Nr Dhulkot Barrier, Ambala Chandigarh Expy. Ambala",Yes (1),0,0,1,6,30,0,10,10,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:09,1
Philedelphia mission Hospital pvt,"Mission Compound, Ambala City",Yes (29),26,0,3,2,92,0,6,2,Yes,No,Yes,Yes,Yes,2021-05-12 09:05,1
Railways Hospital,"Railway Hospital, railway colony,  Ambala Cantt",Yes (6),6,0,0,0,30,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-12 09:09,1
Rotary Hospital Ambala cantt Pvt,"Rambagh road, Opp Dusshera ground, Ambala Cantt",No (0),0,0,0,0,15,0,3,2,Yes,No,Yes,Yes,Yes,2021-05-12 09:06,1
Sant Hospital,,No (0),0,0,0,0,10,0,2,1,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-12 09:10,1
Anchal Multispeciality Hospital,"Anchal Multi speciality Hospital, Krishna Colony, Bhiwani, Haryana 127027",Yes (5),4,0,1,1,21,0,8,2,Yes,Yes,Yes,Yes,Yes,2021-05-12 12:42,2
