name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
ANUJ HOSPITAL SAFIDON,safidon panipat road,Yes (28),2,18,8,0,2,18,10,0,Yes,No,Yes,Yes,Yes,2021-05-19 16:26,9
Balaji Hospital Jind,Rohtak Road Jind,Yes (7),0,7,0,0,32,16,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 16:22,9
CHC Alewa,"Alewa 2 Sub Health Centre, Alewa Chc Alewa, Alewa, Jind",Yes (15),15,0,0,0,15,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:25,9
CHC Julana,Julana,Yes (18),12,6,0,0,20,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 16:25,9
District Civil Hospital Jind (NEW+OLD),Hosptial,No (0),0,0,0,4,150,0,20,12,Yes,Yes,Yes,Yes,Yes,2021-05-19 16:23,9
Gangaputra Ayurvedic Medical College Jind,Kandela,Yes (85),45,15,25,3,60,15,25,3,Yes,No,Yes,Yes,Yes,2021-05-19 15:09,9
JIND HEART HOSPITAL,GOHANA BYPASS ROHTAK ROAD JIND,Yes (7),7,0,0,0,12,0,5,1,Yes,No,No,No,No,2021-05-19 15:38,9
Malik Hospital,Rohtak Road Jind,Yes (1),1,0,0,3,4,0,4,3,Yes,No,Yes,Yes,Yes,2021-05-19 15:38,9
Meenakashi Jain Hospital,Near Bus Stand,Yes (3),0,2,1,1,15,2,5,1,Yes,No,Yes,Yes,Yes,2021-05-19 16:27,9
Sarvodhya Hospital Jind,Jind,Yes (14),14,0,0,2,20,0,0,2,Yes,No,Yes,No,No,2021-05-19 16:24,9
SDH Narwana,Narwana,Yes (19),7,12,0,0,20,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-19 15:23,9
SDH Safidon,Safidon,Yes (26),13,13,0,0,20,14,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:22,9
SDH UCHANA,Uchana,Yes (51),19,32,0,0,20,35,0,0,Yes,No,No,No,Yes,2021-05-19 14:33,9
Shri Gyani Ram Mamorial Hospital,Safidon,Yes (17),8,5,4,0,10,5,10,0,Yes,No,Yes,Yes,Yes,2021-05-19 15:50,9
"AADHAR Hospital, Hisar",Tosham Road Hisar,Yes (9),3,6,0,0,26,6,12,6,Yes,No,Yes,Yes,Yes,2021-05-19 16:55,7
Bharat Multispeciality Hospital,Hisar,No (0),0,0,0,0,24,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-19 16:01,7
Central Medical Centre (CMC),CMC Hospital Delhi Road Hisar,No (0),0,0,0,0,47,5,10,3,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:40,7
Ch. Devi Lal Sanjeevani Make Shift Covid Hopsital Hisar,Near Jindal School Hisar,Yes (129),129,0,0,0,200,0,0,0,Yes,No,Yes,No,Yes,2021-05-18 20:35,7
Churamani Hospital,CAMP CHOWK HISAR,Yes (5),0,0,5,0,5,2,30,5,No,No,No,No,No,2021-05-19 17:03,7
District Civil Hospital Hisar,Sirsa Road Hisar,No (0),Beds Over Utilized 1,0,0,0,72,0,3,5,Yes,Yes,Yes,No,Yes,2021-05-19 16:43,7
DR. ANANTRAM JANTA HOSPITAL PVT LTD BARWALA,Civil Hospital Road Barwala,Yes (3),3,0,0,0,17,0,0,3,Yes,No,Yes,Yes,Yes,2021-05-19 15:08,7
Geetanjali Hospital,Model Town Hisar,Yes (3),3,0,0,0,40,0,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 14:43,7
Goswami Hospital,"NEAR BUS STAND, RISHI NAGAR",No (0),0,0,0,0,4,5,0,1,Yes,No,Yes,Yes,Yes,2021-05-19 11:45,7
Gupta Hospital Hisar,Sector 14 Hisar,Yes (19),19,0,0,0,30,0,5,0,Yes,Yes,Yes,No,Yes,2021-05-19 17:13,7
"GURU JAMBHESHWAR MULTISPECIALITY HOSPITAL, AGROHA","ADAMPUR ROAD, AGROHA",Yes (1),0,1,0,0,9,3,2,1,Yes,No,Yes,Yes,Yes,2021-05-19 10:00,7
Holy Help Hospital,Tosham Road Hisar,Yes (8),1,6,1,Beds Over Utilized 1,25,6,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 12:08,7
Janki Children Hospital Hisar,Near Sewak Sabha Hopsital Hisar,Yes (2),0,1,1,2,0,1,2,2,Yes,No,Yes,Yes,Yes,2021-05-19 12:50,7
Mahatma Gandhi Hospital,,Yes (12),0,12,0,0,19,13,10,8,Yes,Yes,Yes,Yes,Yes,2021-05-19 16:10,7
MAMC Agroha,"Maharaj Aggarsin Medical College, VPO Agroha",No (0),0,0,0,0,85,15,40,60,Yes,Yes,Yes,Yes,Yes,2021-05-19 07:40,7
Medi City Hospital,Model Town Hisar,Yes (13),13,0,0,0,13,0,0,0,Yes,No,No,No,No,2021-05-19 07:44,7
Military Hospital Hisar,Cantt Hisar,No (0),0,0,0,0,16,42,2,3,Yes,To Be Updated,Yes,Yes,Yes,2021-05-19 07:47,7
Noble Super Specialty Hospital,Hisar,Yes (7),7,0,0,0,12,0,7,1,Yes,No,Yes,To Be Updated,Yes,2021-05-19 12:02,7
OPJindal Institute of Cancer &amp; Research Hospital,Model Town Hisar,Yes (4),0,4,0,0,102,4,48,36,Yes,No,Yes,Yes,Yes,2021-05-19 07:50,7
PARDEEP KANSAL MULTISPECIALITY HOSPITAL FOR CHILDREN,"25- Inderprastha Colony, Hisar",Yes (12),0,6,6,3,0,6,7,3,Yes,No,Yes,Yes,Yes,2021-05-19 07:49,7
Parnami Hospital,Hisar,Yes (10),5,5,0,0,21,5,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 14:33,7
Ravindra Hospital Hisar,Model Town HISAR,Yes (4),4,0,0,0,19,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-19 07:46,7
Sapra Hospital,Rajgarh Road Hisar,Yes (18),14,3,1,0,35,3,8,10,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:48,7
"Sarvodya Hospital, Hisar",Delhi Road Hisar,No (0),0,0,0,0,24,7,1,3,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:53,7
Sewak Sabha Hospital,Near Bus Stand Hisar,Yes (2),0,2,0,0,16,3,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:43,7
Shanti Devi Hospital,Delhi Road Hisar,Yes (2),2,0,0,0,26,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-19 07:44,7
Shri Kali Devi Hospital Hansi,Delhi Road Hansi,Yes (13),8,0,5,0,8,0,5,0,Yes,No,Yes,Yes,Yes,2021-05-19 07:43,7
SINGLA MULTISPECIALITY HOSPITAL,"RISHI NAGAR, GALI NO. 1, NEAR BUS STAND, HISAR",No (0),0,0,0,0,17,0,2,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 14:12,7
SL Minda Hospital,VPO Bagla,Yes (4),2,0,2,2,6,0,2,2,Yes,No,Yes,Yes,Yes,2021-05-19 10:31,7
Sonakshi Children Hospital Hansi,"G T Road, Near Kali Devi Mandir, Opp Bhalla Patrol Pump, Hansi",Yes (3),3,0,0,0,9,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-19 11:04,7
Sukhda Multispeciality Hospital,Dabra Chowk Hisar,Yes (7),3,0,4,0,46,4,18,6,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:53,7
Vardaan Hospital Hisar,Hisar,Yes (7),4,1,2,0,9,1,11,2,Yes,Yes,Yes,Yes,Yes,2021-05-19 13:26,7
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (24),18,0,6,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-19 16:26,10
District Civil Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (29),2,27,0,0,80,27,8,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 17:08,10
SDH Guhla,SDH Guhla,Yes (69),23,41,5,5,24,41,5,5,Yes,No,Yes,No,Yes,2021-05-19 16:22,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (17),7,8,2,4,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-19 17:15,10
GH Charkhi Dadri,"Near Loharu Chowk,Charkhi Dadri",Yes (11),5,6,0,0,37,13,1,11,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:35,3
Jaihind Hospital,Charkhi Dadri,Yes (7),5,2,0,0,7,2,5,0,Yes,Yes,Yes,To Be Updated,To Be Updated,2021-05-19 16:39,3
Murari Lal Rasiwasia Ayurvedic Hospital,"Delhi Road,Near Janta College",Yes (40),30,10,0,0,60,10,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 11:35,3
Oscar Hospital,Charkhi Dadri,No (0),0,0,0,0,0,5,15,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 11:36,3
Pradhan Medicare Centre,"Loharu Rd, Charkhi Dadri, Haryana",No (0),0,0,0,0,10,2,3,0,To Be Updated,Yes,Yes,Yes,Yes,2021-05-19 11:34,3
Sunflag Hospital,Charkhi Dadri,No (0),0,0,0,0,6,0,6,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-19 11:37,3
Alchemist Hospital panchkula,Sector 21 Panchkula,Yes (3),1,0,2,0,42,0,12,4,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:56,16
Alchemist Ojas Hospital,"H1  SEctor 26, Panchkula Ext, Panchkula",Yes (6),6,0,0,0,54,0,13,4,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:57,16
Civil Hospital Panchkula,sector 6 Panchkula,Yes (28),10,18,0,0,140,31,64,6,Yes,Yes,Yes,Yes,Yes,2021-05-19 10:09,16
JN Shory Hospital,Pinjore,Yes (4),0,4,0,0,18,6,0,0,To Be Updated,To Be Updated,Yes,Yes,Yes,2021-05-19 10:03,16
Kare Partners Hospital,"Sector 2, Panchkula",Yes (9),9,0,0,0,13,0,0,0,Yes,To Be Updated,Yes,Yes,Yes,2021-05-19 10:00,16
Paras Hospital Pvt,"Plot no 2, sec 22, panchkula",Yes (24),24,0,0,2,67,10,23,12,Yes,Yes,Yes,Yes,Yes,2021-05-19 09:55,16
Wings Hospital,Sector 25 Panchkula,Yes (21),6,11,4,0,15,11,5,0,To Be Updated,To Be Updated,To Be Updated,Yes,Yes,2021-05-19 09:58,16
Advanta Super Speciality Hospital,Near Power House,Yes (2),Beds Over Utilized 2,0,2,0,25,0,14,4,No,No,Yes,Yes,Yes,2021-05-19 16:40,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",Yes (8),Beds Over Utilized 1,0,8,1,0,0,20,2,Yes,No,No,No,No,2021-05-19 17:10,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 16:23,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (7),1,6,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:16,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:25,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (9),4,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:04,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-19 16:59,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 14:41,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (8),0,8,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-19 16:10,19
"Civil Hospital, Rohtak",Subash Road,Yes (42),12,28,2,2,36,28,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 14:42,19
