name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Ch Lekh Raj Multispeciality Hospital,Vill Gadhauli Yamuna Nagar,Yes (143),135,0,8,3,140,0,10,5,Yes,No,Yes,Yes,Yes,2021-05-30 17:17,22
CHC Bilaspur,CHC Bilaspur,Yes (18),3,15,0,0,8,17,0,0,Yes,No,Yes,No,Yes,2021-05-30 17:08,22
CHC Chhachharuli,CHC Chhachharuli,Yes (22),8,14,0,0,10,20,0,0,Yes,No,Yes,Yes,Yes,2021-05-31 14:40,22
CHC Naharpur,Naharpur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,No,No,Yes,2021-05-30 19:34,22
CHC Partap Nagar,CHC Partap Nagar,Yes (13),6,7,0,0,6,10,0,0,Yes,No,Yes,No,Yes,2021-05-31 12:10,22
CHC Radaur,Radaur Yamuna Nagar,Yes (20),10,10,0,0,10,10,0,0,Yes,No,Yes,Yes,Yes,2021-05-30 17:09,22
CHC Saraswati Nagar,CHC Saraswati Nagar,Yes (25),14,11,0,0,14,11,0,0,Yes,No,Yes,No,Yes,2021-05-30 17:09,22
DABRA HOSPITAL Yamunanagar,DABRA HOSPITAL,Yes (15),7,8,0,2,11,8,4,2,Yes,No,Yes,Yes,Yes,2021-05-30 17:14,22
ESI Hospital,"ESI Hospital, Jagadhri",Yes (33),15,0,18,0,36,0,22,0,Yes,No,Yes,Yes,Yes,2021-05-30 17:07,22
Gaba Hospital,Gaba Hospital Yamunanagar,Yes (41),21,20,0,0,30,20,20,5,Yes,No,Yes,Yes,Yes,2021-05-30 17:11,22
GULATI HOSPITAL,GULATI HOSPITAL,Yes (22),17,3,2,0,25,3,6,0,Yes,No,Yes,Yes,Yes,2021-05-30 17:12,22
Heart Care Center Hospital,Near Lal Dwara Mandir Yamuna Nagar,Yes (18),2,2,14,6,2,2,15,7,Yes,No,Yes,Yes,Yes,2021-05-31 09:16,22
JP Hospital Pvt,"Jagadhri Rd, near Luxmi Theater, Vishwakarma Mohalla, Yamuna Nagar,HARAYANA Haryana",Yes (30),13,14,3,0,15,15,13,2,Yes,No,Yes,Yes,Yes,2021-05-30 17:12,22
