name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Advanta Super Speciality Hospital,Near Power House,Yes (2),Beds Over Utilized 2,0,2,0,25,0,14,4,No,No,Yes,Yes,Yes,2021-05-19 16:40,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",Yes (8),Beds Over Utilized 1,0,8,1,0,0,20,2,Yes,No,No,No,No,2021-05-19 17:10,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-19 16:23,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (7),1,6,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:16,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:25,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (9),4,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-19 16:04,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-19 16:59,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-19 14:41,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (8),0,8,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-19 16:10,19
"Civil Hospital, Rohtak",Subash Road,Yes (42),12,28,2,2,36,28,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-19 14:42,19
Holy Heart Super speciality Hospital,Vinay Nagar Delhi Bye pass,No (0),0,0,0,0,25,5,27,6,Yes,No,No,Yes,Yes,2021-05-19 18:53,19
"Hridaya Nilayam Heart, Lung &amp; vascular Institute","5, Raj Garden, Delhi Bypass, Rohtak",Yes (10),0,0,10,0,0,0,25,2,Yes,No,Yes,Yes,Yes,2021-05-19 17:43,19
Joyline Multispeciality,"Surajmal Colony, Sunarian Road, Opposite Birgadier Muktram Statue Rohtak",Yes (8),7,0,1,1,15,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-19 17:35,19
