name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Anchal Multispeciality Hospital,"Anchal Multi speciality Hospital, Krishna Colony, Bhiwani, Haryana 127027",No (0),0,0,0,0,21,0,8,1,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:00,2
Ch. Bansilal Govt Hospital,"Bansi Lal General Hospital, Ghanta Ghar Chowk, SH 17, Krishna Colony, Bhiwani, Haryana 127021",Yes (16),15,0,1,2,144,36,47,9,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:01,2
Chugh Hospital,"Meham Gate, Circular Road, Bhiwani",No (0),0,0,0,0,20,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:13,2
ESI Hospital Bhiwani,"Stadium Rd, Housing Board Colony, Bhiwani, Haryana 127021",Yes (40),0,40,0,0,0,40,0,0,No,No,Yes,Yes,Yes,2021-05-14 10:02,2
Ganpatrai Hospital,"SH 17, Bank Colony, Bound Kalan, Krishna Colony, Bhiwani, Haryana 127021",Yes (10),4,4,2,1,4,4,2,1,Yes,No,Yes,Yes,Yes,2021-05-14 10:02,2
Jangra Multispecilaity Hospital,"Bank Colony, Old Bharat Nagar, Bhiwani, Haryana 127021",Yes (6),4,2,0,0,7,3,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 10:03,2
Kadam Hospital,"Bank Colony Near New Bus Stand, Bhiwani",Yes (4),0,0,4,0,11,0,33,1,Yes,Yes,Yes,Yes,Yes,2021-05-14 09:59,2
Krishan Lal Jalan Hospital,"Jalan Nagar, M.C.Colony, Bhiwani, Haryana 127021",Yes (40),20,20,0,0,20,20,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:04,2
Life Line Hospital,"Circular Rd, M.C.Colony, Bhiwani, Haryana 127021",Yes (1),1,0,Beds Over Utilized 1,0,21,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:04,2
RPS HOSPITAL,,Yes (16),3,10,3,0,4,16,4,0,Yes,No,Yes,Yes,Yes,2021-05-14 10:05,2
Shree Ganesha Hospital,"Dadri Gate, Bhiwani",Yes (4),1,3,0,1,6,3,4,1,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:13,2
SMSG Multispeciality Hospital,"Rohtak Gate, Bhiwani",Yes (23),2,17,4,2,2,17,11,2,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:12,2
Spes Hospital,"Circular Rd, Bound Kalan, M.C.Colony, Bhiwani, Haryana 127021",Yes (1),1,0,0,0,2,0,7,0,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:06,2
Cygnus Multispecialty Hospital Kaithal,"Huda Bypass Road, Sector 20, Kaithal, Haryana",Yes (14),10,0,4,0,28,0,12,2,Yes,No,Yes,Yes,Yes,2021-05-14 07:02,10
District Hospital Kaithal,"Huda Sec 18, Kaithal",Yes (9),0,9,0,1,80,27,8,5,Yes,Yes,Yes,Yes,Yes,2021-05-12 09:10,10
SDH Guhla,SDH Guhla,Yes (69),29,40,0,0,29,41,0,0,Yes,No,Yes,No,Yes,2021-05-14 09:16,10
Shah Multispecialty Hospital Kaithal,"opp.old, bus stand, Jind - Kaithal Rd, Amar Garh Colony, Kaithal, Haryana",Yes (16),4,10,2,6,51,11,15,10,Yes,No,Yes,Yes,Yes,2021-05-13 09:58,10
Advanta Super Speciality Hospital,Near Power House,No (0),Beds Over Utilized 9,0,Beds Over Utilized 4,0,25,0,10,4,No,No,Yes,Yes,Yes,2021-05-14 08:17,19
ARS Holy Heart Advanced Cardiac care &amp; Research Centre,"330, Vinay Nagar Rohtak, Near Delhi Bypass Rohtak",No (0),0,0,0,1,2,3,12,2,Yes,No,No,No,No,2021-05-13 17:31,19
CHC Chiri,"VOP Chiri, Meham Gohana Road, Distt. Rohtak Haryana",Yes (10),10,0,0,0,10,0,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-13 10:56,19
CHC Kahanaur,"Near Sarva haryana Gramin Bank, Opp. Banquet hall, Nigana Road, Kahanaur",Yes (1),0,1,0,0,4,6,0,0,Yes,No,Yes,No,Yes,2021-05-13 14:37,19
CHC kalanaur,"Police Station, Bhiwani-Rohtak Road , Near Kalanaur kalan, Kalanaur,",No (0),0,0,0,0,10,0,0,0,Yes,No,Yes,No,Yes,2021-05-14 08:41,19
CHC Kiloi,"VPO Kiloi, Water Works, Distt. Rohtak",Yes (9),4,5,0,0,5,5,0,0,Yes,No,Yes,No,Yes,2021-05-14 09:59,19
CHC Madina,"VPO Madina, Hisar Road Distt. Rohtak, Haryana",Yes (10),0,10,0,0,0,10,0,0,Yes,No,No,No,Yes,2021-05-13 09:39,19
CHC Meham,"Near ITI, Meham Distt. Rohtak",Yes (6),0,6,0,0,2,8,0,0,Yes,No,Yes,No,Yes,2021-05-13 15:44,19
CHC Sampla,"Gadi Sampla, Rohtak, SH-20, Jhajjar Sampla Road, Sampla, Sampla, Haryana 124501",Yes (10),0,10,0,0,0,10,0,0,No,No,Yes,No,Yes,2021-05-14 09:49,19
"Civil Hospital, Rohtak",Subash Road,Yes (37),4,33,0,0,31,33,7,5,Yes,Yes,Yes,Yes,Yes,2021-05-13 15:12,19
Holy Heart Super speciality Hospital,Vinay Nagar Delhi Bye pass,No (0),0,0,0,0,54,6,18,6,No,No,No,Yes,Yes,2021-05-13 10:36,19
"Hridaya Nilayam Heart, Lung &amp; vascular Institute","5, Raj Garden, Delhi Bypass, Rohtak",Yes (7),0,0,7,0,0,0,25,2,Yes,No,Yes,Yes,Yes,2021-05-14 08:34,19
Joyline Multispeciality,"Surajmal Colony, Sunarian Road, Opposite Birgadier Muktram Statue Rohtak",Yes (10),9,0,1,1,15,0,5,1,Yes,Yes,Yes,Yes,Yes,2021-05-14 09:24,19
Kainos Hospital,Near Kheri Sadh Village Outer Bye Pass,Yes (7),0,7,0,0,26,10,34,17,Yes,No,Yes,Yes,Yes,2021-05-14 11:01,19
Life Care Hospital,Subash Nagar,Yes (12),11,0,1,3,30,0,14,6,No,No,Yes,Yes,Yes,2021-05-14 09:54,19
Maan Hospital,Bhagwan Colony Near Radio Station,Yes (11),11,0,0,0,29,0,16,6,Yes,No,Yes,Yes,Yes,2021-05-13 11:56,19
Mansarover Hospital,Mansarover Colony Near Park,No (0),0,0,0,2,20,0,10,7,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:32,19
Neurocentre Super Speciality Hospital,"Kalawati Bulding, Near Power House Rohtak",Yes (4),0,4,0,1,4,6,13,2,Yes,No,Yes,Yes,Yes,2021-05-14 10:08,19
Noble Heart Super Speciality Hospital,Near Raj Garden Delhi Bye Pass,No (0),0,0,0,0,27,0,5,2,Yes,No,Yes,Yes,Yes,2021-05-14 10:15,19
Oscar Super Speciality Trauma Center,"Medical Moad, Daryao Singh Nagar,",No (0),0,0,0,0,23,3,15,2,Yes,Yes,Yes,Yes,Yes,2021-05-13 14:56,19
Oxygen Hospital,Islam Pura Daries Hisar Road,No (0),0,0,0,0,13,6,5,3,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:28,19
PGIMS Rohtak,"Pt.Bhagwat Dayal PGIMS, Medical Rd, Rohtak, Haryana",Yes (71),71,0,0,0,299,0,112,112,Yes,Yes,Yes,Yes,Yes,2021-05-13 12:16,19
Positron Hospital,Suncity Sector 35,Yes (15),0,15,0,0,0,16,16,4,Yes,No,Yes,Yes,Yes,2021-05-13 18:16,19
Pragati Hospital,"Sukhpura Chowk, Gohana Road, opp. Ladhot Road Rohtak",Yes (1),0,0,1,1,11,0,4,1,Yes,No,Yes,Yes,Yes,2021-05-13 17:52,19
"Sanghi Nursing Home, Rohtak, Haryana","Chotu Ram Chowk, Civil Road, Arya Nagar, Rohtak, Haryana",No (0),0,0,0,4,10,0,4,4,Yes,Yes,Yes,Yes,Yes,2021-05-14 10:06,19
Shivam Liver &amp; Gastro Super Speciality Hospital,"CIVIL ROAD NEAR SHANT MAI CHOWK, Rohtak, Haryana - 124001, India",Yes (1),1,0,Beds Over Utilized 2,0,3,0,2,1,Yes,No,Yes,Yes,Yes,2021-05-14 08:51,19
Sunflag Global Hospital,Bharat Colony Near Sheela Bye Pass,Yes (5),5,0,0,0,29,0,12,5,Yes,No,Yes,Yes,Yes,2021-05-14 10:32,19
ANUJ HOSPITAL SAFIDON,safidon panipat road,Yes (28),2,18,8,0,2,18,10,0,Yes,No,Yes,Yes,Yes,2021-05-14 08:58,9
