name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Apex Hospital,"Prakash Vihar, Delhi Mathura Road, Palwal, Haryana",Yes (10),6,0,4,0,15,0,10,3,Yes,No,Yes,Yes,Yes,2021-05-10 20:33,15
ATLAS HOSPITAL,"Palwal, Haryana",Yes (18),7,9,2,2,7,9,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-10 20:34,15
BASU HOSPITAL,,Yes (22),10,12,0,0,10,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-10 20:34,15
CHC Alawalpur,CHC Alawalpur,Yes (16),16,Beds Over Utilized 3,0,0,20,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-10 20:33,15
Civil Hospital Palwal,"Civil Hospital, palwal",No (0),0,0,0,0,70,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-10 20:33,15
COSMOS HOSPITAL,PALWAL,Yes (4),4,0,0,0,5,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-10 20:33,15
GALAXY HOSPITAL,HUDA SECTOR 2,Yes (3),1,0,2,0,4,0,16,2,Yes,No,Yes,Yes,Yes,2021-05-10 20:32,15
GOLDEN HOSPITAL,PALWAL,Yes (7),1,6,0,0,4,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-10 20:33,15
"Gurunanak Hospital, Palwal","NH2, Near Bus Stand, Shiv Colony, Palwal Haryana",Yes (39),39,Beds Over Utilized 4,0,1,57,0,18,5,Yes,No,Yes,Yes,Yes,2021-05-10 20:32,15
JINDAL HOSPITAL,"Palwal, Haryana",Yes (12),10,2,0,0,10,2,0,0,To Be Updated,No,Yes,Yes,Yes,2021-05-10 20:34,15
KISHAN SINGH HOSPITAL,HODAL,Yes (8),8,0,0,0,8,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:08,15
LIFE CARE HOSPITAL,HODAL,Yes (8),8,0,0,0,8,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 09:15,15
NIDHI HOSPITAL,"Palwal, Haryana",Yes (12),0,9,3,1,0,9,3,1,Yes,No,Yes,Yes,Yes,2021-05-10 20:33,15
Palwal Hospital,"Moti Colony, Palwal, Haryana",Yes (5),5,Beds Over Utilized 2,0,0,20,0,3,3,Yes,No,Yes,Yes,Yes,2021-05-10 20:32,15
RAHUL HOSPITAL,PALWAL,Yes (10),10,0,0,0,10,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-11 08:19,15
Sachin Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal Haryana",Yes (9),8,Beds Over Utilized 4,1,0,20,0,7,0,Yes,No,Yes,Yes,Yes,2021-05-10 20:32,15
SDH Hodal,SDH Hodal,Yes (12),12,Beds Over Utilized 1,0,0,20,0,0,0,Yes,No,To Be Updated,To Be Updated,Yes,2021-05-10 20:33,15
Shri. Satya Sai Sanjivani Hospital Palwal,"Palwal, Haryana",Yes (5),5,Beds Over Utilized 8,Beds Over Utilized 2,Beds Over Utilized 2,8,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-10 20:32,15
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (10),6,0,4,0,6,0,4,0,Yes,No,Yes,Yes,Yes,2021-05-10 20:33,15
Balaji Hospital Jind,Rohtak Road Jind,Yes (4),4,Beds Over Utilized 2,0,0,32,8,0,0,Yes,No,Yes,Yes,Yes,2021-05-11 09:40,9
CH Uchana (New Building),Uchana,Yes (43),9,32,2,0,60,35,5,0,No,No,No,No,Yes,2021-05-11 11:15,9
CHC Alewa,"Alewa 2 Sub Health Centre, Alewa Chc Alewa, Alewa, Jind",Yes (5),5,0,0,0,30,0,0,0,Yes,No,Yes,No,Yes,2021-05-11 09:36,9
CHC Julana,Julana,Yes (10),4,6,0,0,30,6,0,0,Yes,No,Yes,Yes,Yes,2021-05-11 09:45,9
District Civil Hospital Jind 1,Hosptial,No (0),0,0,0,4,126,0,20,12,Yes,Yes,Yes,Yes,Yes,2021-05-11 09:38,9
Gangaputra Ayurvedic Medical College Jind,Kandela,Yes (85),51,9,25,3,60,15,25,3,Yes,No,Yes,Yes,Yes,2021-05-11 09:37,9
JIND HEART HOSPITAL,GOHANA BYPASS ROHTAK ROAD JIND,Yes (10),8,0,2,1,12,0,5,1,Yes,No,No,No,No,2021-05-11 09:50,9
