name,address,Availability_availability_of_beds,Availability_oxygen_beds,Availability_non_oxygen_beds,Availability_i_c_u_beds,Availability_ventilators,Allocated_oxygen_beds,Allocated_non_oxygen_beds,Allocated_i_c_u,Allocated_ventilators,Availability_availability_of_oxygen,Availability_antiviral_remdesivir_etc_,Availability_steroids,Availability_anticoagulant,Availability_antipyretic,updated_on,city
Apex Hospital,"Prakash Vihar, Delhi Mathura Road, Palwal, Haryana",Yes (4),3,0,1,Beds Over Utilized 2,12,0,7,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:17,15
ATLAS HOSPITAL,"Palwal, Haryana",Yes (15),2,11,2,2,2,11,2,2,Yes,Yes,Yes,Yes,Yes,2021-05-13 16:39,15
CHC Alawalpur,CHC Alawalpur,Yes (16),16,Beds Over Utilized 3,0,0,20,0,0,0,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 10:20,15
Civil Hospital Palwal,"Civil Hospital, palwal",Yes (40),33,0,7,7,103,0,7,7,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,2021-05-13 16:17,15
GALAXY HOSPITAL,HUDA SECTOR 2,Yes (3),1,0,2,0,4,0,16,2,Yes,No,Yes,Yes,Yes,2021-05-13 10:19,15
"Gurunanak Hospital, Palwal","NH2, Near Bus Stand, Shiv Colony, Palwal Haryana",Yes (12),8,4,Beds Over Utilized 4,Beds Over Utilized 1,18,4,14,4,Yes,No,Yes,Yes,Yes,2021-05-14 13:04,15
JINDAL HOSPITAL,"Palwal, Haryana",Yes (12),10,2,0,0,10,2,0,0,To Be Updated,No,Yes,Yes,Yes,2021-05-13 10:21,15
NIDHI HOSPITAL,"Palwal, Haryana",Yes (10),2,7,1,1,2,7,1,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:38,15
Palwal Hospital,"Moti Colony, Palwal, Haryana",Yes (17),Beds Over Utilized 15,4,13,Beds Over Utilized 2,0,6,16,1,Yes,No,Yes,Yes,Yes,2021-05-13 15:55,15
RAHUL HOSPITAL,PALWAL,Yes (15),7,5,3,0,7,5,3,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:20,15
Sachin Hospital,"New Sohna Road, Near Panchwati Chowk, Palwal Haryana",Yes (9),2,6,1,1,14,10,7,1,Yes,No,Yes,Yes,Yes,2021-05-13 16:15,15
SDH Hodal,SDH Hodal,Yes (14),4,10,0,0,10,10,0,0,Yes,No,Yes,To Be Updated,Yes,2021-05-13 15:30,15
Shri. Satya Sai Sanjivani Hospital Palwal,"Palwal, Haryana",Yes (12),1,9,2,0,4,17,4,2,Yes,No,Yes,Yes,Yes,2021-05-13 15:55,15
SRI SAI HOSPITAL,"Palwal, Haryana",Yes (10),0,6,4,0,0,6,4,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:36,15
VASHU HOSPITAL,,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-13 16:41,15
BALAJI HOSPITAL,"Yamuna Nagar, Haryana",Yes (2),1,1,0,0,8,2,2,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:15,22
Ch Lekh Raj Multispeciality Hospital,Vill Gadhauli Yamuna Nagar,Yes (142),57,76,9,0,64,76,10,5,Yes,No,Yes,Yes,Yes,2021-05-14 18:19,22
CHC Bilaspur,CHC Bilaspur,Yes (11),0,11,0,0,8,17,0,0,Yes,No,Yes,No,Yes,2021-05-14 17:51,22
CHC Chhachharuli,CHC Chhachharuli,Yes (15),1,14,0,0,10,20,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 17:52,22
CHC Naharpur,Naharpur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:12,22
CHC Partap Nagar,CHC Partap Nagar,Yes (14),4,10,0,0,6,10,0,0,Yes,No,Yes,No,Yes,2021-05-14 20:41,22
CHC Radaur,Radaur Yamuna Nagar,Yes (10),10,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:11,22
CHC Saraswati Nagar,CHC Saraswati Nagar,Yes (19),8,11,0,0,14,11,0,0,Yes,No,Yes,No,Yes,2021-05-14 17:54,22
DABRA HOSPITAL Yamunanagar,DABRA HOSPITAL,Yes (1),0,1,0,0,11,8,4,2,No,No,No,No,No,2021-05-14 17:54,22
ESI Hospital,"ESI Hospital, Jagadhri",Yes (12),0,12,0,0,46,12,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:21,22
Gaba Hospital,Gaba Hospital Yamunanagar,Yes (15),3,12,0,0,100,25,20,5,Yes,Yes,Yes,Yes,Yes,2021-05-14 19:12,22
GULATI HOSPITAL,GULATI HOSPITAL,No (0),0,0,0,0,28,2,4,0,Yes,No,Yes,Yes,Yes,2021-05-14 17:58,22
Heart Care Center Hospital,Near Lal Dwara Mandir Yamuna Nagar,Yes (13),0,1,12,1,2,1,19,7,Yes,No,Yes,Yes,Yes,2021-05-14 17:51,22
JP Hospital Pvt,"Jagadhri Rd, near Luxmi Theater, Vishwakarma Mohalla, Yamuna Nagar,HARAYANA Haryana",Yes (4),2,2,0,0,15,15,13,2,Yes,No,Yes,Yes,Yes,2021-05-14 17:49,22
KAPOOR HOSPITAL,"SH 6A Indira Colony Jagadhri, yamunanagart ,Haryana",Yes (2),1,0,1,0,4,0,8,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:08,22
KESHWANI HOSPITAL,"Jagadhri - Yamuna Nagar Rd, Tagore Garden, Yamuna Nagar, Haryana",Yes (3),3,0,0,0,10,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:16,22
Maxxwell Hospital,Jagadhari Yamuna Nagar,Yes (7),6,1,0,0,10,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-14 17:59,22
Mukand Lal District Civil Hospital Yamunanagar,Mukand Lal District Civil Hospital YNR,Yes (8),1,5,2,1,18,5,4,5,Yes,No,Yes,Yes,Yes,2021-05-14 18:04,22
NIRMAL HOSPITAL,"199, Radaur Rd, near nirmal hospital, camp, Garhi Gujran, Haryana",Yes (5),4,1,0,0,13,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-14 17:50,22
RK Gupta,opp DAV Sr Sec School Near Madhu Hotel YNR,No (0),0,0,0,0,15,2,0,0,Yes,Yes,Yes,Yes,Yes,2021-05-14 18:12,22
SABBARWAL HOSPITAL,"Gulab Nagar, Jagadhri, Haryana",No (0),0,0,0,0,6,1,6,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:08,22
Sachdeva Hospital,"2227, Civil Lines Rd, Sri Nagar Colony, Civil Lines, Gomti Mohalla, Jagadhri, Haryana",Yes (10),5,2,3,0,16,8,4,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:14,22
Santosh Hospital,"Santosh Hospital  Kanhaiya Sahib Chowk, near Govt.School, Harbanspura Colony, Gobind Pura, Yamuna Nagar, Haryana",Yes (4),0,1,3,0,5,9,14,2,Yes,No,Yes,Yes,Yes,2021-05-14 17:46,22
SHARMA HOSPITAL,Near Agarsain Chowk Jagadhri,Yes (3),3,0,0,0,12,0,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:09,22
Shureshtha Hospital,Model Colony YNR,No (0),0,0,0,0,9,1,2,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:13,22
SP Hospital Jag,S.P Hospital Jag,No (0),0,0,0,0,4,0,3,1,Yes,No,Yes,Yes,Yes,2021-05-14 18:05,22
Swami Vivekanand Hospital Yamunanagar,"Swami Vivekanand Hospital,Yamuna Nagar, Haryana",Yes (11),1,10,0,0,20,10,19,1,Yes,No,Yes,Yes,Yes,2021-05-14 18:06,22
tejli stadium,64 A Tejli,Yes (40),3,37,0,0,20,56,0,0,Yes,No,No,No,Yes,2021-05-14 18:06,22
VARDAAN HOSPITAL,OPP KOHLI HOSPITAL NEAR AGARSEN COLLEGE JAGADHRI,Yes (8),6,2,0,0,8,2,0,0,Yes,No,Yes,Yes,Yes,2021-05-14 18:17,22
WARYAM SINGH HOSPITAL,NEAR CIVIL HOSPITAL YAMUNA NAGAR,Yes (18),0,18,0,0,16,35,4,0,Yes,Yes,Yes,Yes,Yes,2021-05-14 18:10,22
